,level_means,level_means_selected_correctly
0,3.622516556291391,0.7512437810945274
1,3.1346153846153846,0.7110091743119266
2,3.138888888888889,0.5964912280701754
3,3.5473684210526315,0.7622950819672131
4,3.3043478260869565,0.6984126984126984
5,3.026315789473684,0.6666666666666666
6,3.480769230769231,0.7285714285714285
7,2.7222222222222223,0.7083333333333334
8,3.2142857142857144,0.6585365853658537
9,3.1714285714285713,0.6458333333333334
10,3.25,0.7608695652173914
11,4.32258064516129,0.6521739130434783
12,3.1142857142857143,0.6274509803921569
13,3.590909090909091,0.6111111111111112
14,3.4444444444444446,0.75
15,3.4615384615384617,0.78
16,3.0625,0.5961538461538461
17,3.5833333333333335,0.6285714285714286
18,3.269230769230769,0.7741935483870968
19,3.3333333333333335,0.7906976744186046
20,3.727272727272727,0.6739130434782609
21,3.8,0.75
22,3.380952380952381,0.6923076923076923
23,3.7045454545454546,0.7166666666666667
24,3.25,0.7435897435897436
25,3.731707317073171,0.78
26,3.3333333333333335,0.775
27,2.8275862068965516,0.8
28,3.129032258064516,0.6521739130434783
29,3.16,0.6285714285714286
30,3.2777777777777777,0.6956521739130435
31,3.206896551724138,0.8
32,3.1666666666666665,0.7428571428571429
33,3.840909090909091,0.7192982456140351
34,3.169811320754717,0.5955056179775281
35,3.8461538461538463,0.423728813559322
36,3.896551724137931,0.4745762711864407
37,3.076923076923077,0.4
38,3.6666666666666665,0.5476190476190477
39,3.7045454545454546,0.6285714285714286
40,3.696969696969697,0.6956521739130435
41,3.8461538461538463,0.8085106382978723
42,2.7857142857142856,0.5652173913043478
43,3.619047619047619,0.5942028985507246
44,3.657142857142857,0.6346153846153846
45,2.75,0.6231884057971014
46,4.0,0.45714285714285713
47,3.235294117647059,0.49230769230769234
48,3.870967741935484,0.5849056603773585
49,3.627450980392157,0.6666666666666666
50,3.242424242424242,0.47761194029850745
51,3.4285714285714284,0.5869565217391305
52,3.234042553191489,0.703125
